"filename", "language", "YAML", "scs", "Markdown", "comment", "blank", "total"
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Acyclic Graphs/concepts/dag_with_source_and_sink.concept.yaml", "YAML", 45, 0, 0, 0, 4, 49
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Acyclic Graphs/concepts/topological_sorting.concept.yaml", "YAML", 17, 0, 0, 0, 2, 19
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Acyclic Graphs/domain_acyclic_graphs.scs", "scs", 0, 66, 0, 0, 14, 80
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/acyclic_weighted_directed_graph.concept.yaml", "YAML", 79, 0, 0, 0, 5, 84
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/concept_acyclic_weighted_directed_graph.scs", "scs", 0, 99, 0, 0, 20, 119
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/concept_rib_weight.scs", "scs", 0, 45, 0, 0, 12, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/concept_strongly_connected_weighted_directed_graph.scs", "scs", 0, 92, 0, 0, 19, 111
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/concept_weighted_directed_graph.scs", "scs", 0, 72, 0, 0, 18, 90
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/concept_weighted_edge.scs", "scs", 0, 21, 0, 0, 9, 30
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/domain_weighted_directed_graphs.scs", "scs", 0, 35, 0, 0, 9, 44
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/rib_weight.concept.yaml", "YAML", 27, 0, 0, 0, 3, 30
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/strongly_connected_weighted_directed_graph.concept.yaml", "YAML", 73, 0, 0, 0, 5, 78
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/weighted_directed_graph.concept.yaml", "YAML", 52, 0, 0, 0, 5, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/weighted_directed_graphs.domain.yaml", "YAML", 10, 0, 0, 0, 4, 14
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/Weighted Directed Graphs/weighted_edge.concept.yaml", "YAML", 10, 0, 0, 0, 2, 12
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_counterfunctional_graph.scs", "scs", 0, 104, 0, 0, 23, 127
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_directed_forest.scs", "scs", 0, 42, 0, 0, 11, 53
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_directed_tree.scs", "scs", 0, 81, 0, 0, 20, 101
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_inverse_graph.scs", "scs", 0, 24, 0, 0, 8, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_mixed_graph.scs", "scs", 0, 112, 0, 0, 23, 135
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_normalized_graph.scs", "scs", 0, 83, 0, 0, 20, 103
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_orientable_graph.scs", "scs", 0, 80, 0, 0, 19, 99
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_oriented_eulerian_graphs.scs", "scs", 0, 44, 0, 0, 11, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/concept_tournament_graph.scs", "scs", 0, 154, 0, 0, 33, 187
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/counterfunctional_graph.concept.yaml", "YAML", 83, 0, 0, 0, 6, 89
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/directed_forest.concept.yaml", "YAML", 31, 0, 0, 0, 3, 34
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/directed_graphs.domain.yaml", "YAML", 30, 0, 0, 0, 7, 37
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/directed_tree.concept.yaml", "YAML", 61, 0, 0, 0, 5, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/domain_directed_graphs.scs", "scs", 0, 91, 0, 0, 14, 105
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/inverse_graph.concept.yaml", "YAML", 11, 0, 0, 0, 2, 13
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/mixed_graph.concept.yaml", "YAML", 85, 0, 0, 0, 6, 91
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/normalized_graph.concept.yaml", "YAML", 59, 0, 0, 0, 5, 64
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/orientable_graph.concept.yaml", "YAML", 58, 0, 0, 0, 5, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/oriented_eulerian_graphs.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Directed Graphs/tournament_graph.concept.yaml", "YAML", 128, 0, 0, 0, 8, 136
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/breadth_traversal.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_breadth_traversal.scs", "scs", 0, 44, 0, 0, 12, 56
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_depth_traversal.scs", "scs", 0, 60, 0, 0, 15, 75
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_graph_traversal.scs", "scs", 0, 72, 0, 0, 17, 89
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_in_order_traversal.scs", "scs", 0, 47, 0, 0, 13, 60
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_post_order_traversal.scs", "scs", 0, 45, 0, 0, 13, 58
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_pre_order_traversal.scs", "scs", 0, 45, 0, 0, 13, 58
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_reverse_in_order_traversal.scs", "scs", 0, 47, 0, 0, 13, 60
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_reverse_post_order_traversal.scs", "scs", 0, 45, 0, 0, 13, 58
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_reverse_pre_order_traversal.scs", "scs", 0, 45, 0, 0, 13, 58
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/concept_tree_traversal.scs", "scs", 0, 44, 0, 0, 11, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/depth_traversal.concept.yaml", "YAML", 46, 0, 0, 0, 4, 50
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/domain_graph_traversal.scs", "scs", 0, 50, 0, 0, 9, 59
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/graph_traversal.concept.yaml", "YAML", 57, 0, 0, 0, 5, 62
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/graph_traversal.domain.yaml", "YAML", 15, 0, 0, 0, 4, 19
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/in_order_traversal.concept.yaml", "YAML", 33, 0, 0, 0, 3, 36
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/post_order_traversal.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/pre_order_traversal.concept.yaml", "YAML", 28, 0, 0, 0, 3, 31
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/reverse_in_order_traversal.concept.yaml", "YAML", 33, 0, 0, 0, 3, 36
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/reverse_post_order_traversal.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/reverse_pre_order_traversal.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Graph Traversal/tree_traversal.concept.yaml", "YAML", 28, 0, 0, 0, 4, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/concept_dijkstra_algorithm.scs", "scs", 0, 59, 0, 0, 12, 71
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/concept_floyd_warshall_algorithm.scs", "scs", 0, 61, 0, 0, 12, 73
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/concept_shortest_path_problem.scs", "scs", 0, 55, 0, 0, 13, 68
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/dijkstra_algorithm.concept.yaml", "YAML", 49, 0, 0, 0, 3, 52
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/domain_shortest_paths.scs", "scs", 0, 34, 0, 0, 11, 45
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/floyd_warshall_algorithm.concept.yaml", "YAML", 51, 0, 0, 0, 3, 54
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/shortest_path_problem.concept.yaml", "YAML", 46, 0, 0, 0, 4, 50
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/Shortest Paths/shortest_paths.domain.yaml", "YAML", 10, 0, 0, 0, 5, 15
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/concept_graph_algorithm.scs", "scs", 0, 52, 0, 0, 15, 67
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/domain_graph_algorithms.scs", "scs", 0, 41, 0, 0, 13, 54
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/graph_algorithm.concept.yaml", "YAML", 39, 0, 0, 0, 4, 43
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Algorithms/graph_algorithms.domain.yaml", "YAML", 13, 0, 0, 0, 6, 19
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/block_cutpoint_graph.concept.yaml", "YAML", 38, 0, 0, 0, 3, 41
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/bridge.concept.yaml", "YAML", 34, 0, 0, 0, 3, 37
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_block_cutpoint_graph.scs", "scs", 0, 45, 0, 0, 12, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_bridge.scs", "scs", 0, 43, 0, 0, 12, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_connected_graph.scs", "scs", 0, 86, 0, 0, 19, 105
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_disconnected_graph.scs", "scs", 0, 27, 0, 0, 9, 36
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_non_separable_graph.scs", "scs", 0, 31, 0, 0, 9, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_separable_graph.scs", "scs", 0, 103, 0, 0, 24, 127
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/concept_trivial_graph.scs", "scs", 0, 92, 0, 0, 23, 115
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/connected_graph.concept.yaml", "YAML", 66, 0, 0, 0, 4, 70
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/disconnected_graph.concept.yaml", "YAML", 15, 0, 0, 0, 2, 17
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/domain_graph_connectivity.scs", "scs", 0, 71, 0, 0, 12, 83
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/graph_connectivity.domain.yaml", "YAML", 23, 0, 0, 0, 6, 29
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/non_separable_graph.concept.yaml", "YAML", 19, 0, 0, 0, 2, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/separable_graph.concept.yaml", "YAML", 90, 0, 0, 0, 6, 96
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Connectivities/trivial_graph.concept.yaml", "YAML", 69, 0, 0, 0, 6, 75
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/concept_gomory_hu_tree.scs", "scs", 0, 23, 0, 0, 7, 30
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/concept_graph_cut_space.scs", "scs", 0, 25, 0, 0, 7, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/concept_orthogonal_complement.scs", "scs", 0, 72, 0, 0, 15, 87
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/concept_vector_space.scs", "scs", 0, 30, 0, 0, 8, 38
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/domain_graph_cut_space.scs", "scs", 0, 32, 0, 0, 9, 41
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/gomory_hu_tree.concept.yaml", "YAML", 14, 0, 0, 0, 2, 16
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/graph_cut_space.concept.yaml", "YAML", 19, 0, 0, 0, 2, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/graph_cut_space.domain.yaml", "YAML", 9, 0, 0, 0, 4, 13
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/orthogonal_complement.concept.yaml", "YAML", 60, 0, 0, 0, 4, 64
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Cut Space/vector_space.concept.yaml", "YAML", 23, 0, 0, 0, 2, 25
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/circle_graph.concept.yaml", "YAML", 77, 0, 0, 0, 5, 82
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/complete_bipartite_graph.concept.yaml", "YAML", 58, 0, 0, 0, 4, 62
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/concept_circle_graph.scs", "scs", 0, 91, 0, 0, 20, 111
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/concept_complete_bipartite_graph.scs", "scs", 0, 70, 0, 0, 15, 85
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/concept_distance_hereditary_graph.scs", "scs", 0, 102, 0, 0, 27, 129
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/concept_graph_split.scs", "scs", 0, 123, 0, 0, 29, 152
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/concept_graph_split_decomposition.scs", "scs", 0, 26, 0, 0, 8, 34
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/distance_hereditary_graph.concept.yaml", "YAML", 85, 0, 0, 0, 7, 92
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/domain_graph_splits.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/graph_split.concept.yaml", "YAML", 103, 0, 0, 0, 8, 111
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/graph_split_decomposition.concept.yaml", "YAML", 16, 0, 0, 0, 1, 17
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Graph Splits/graph_splits.domain.yaml", "YAML", 12, 0, 0, 0, 5, 17
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/bipartite_subgraph.concept.yaml", "YAML", 20, 0, 0, 0, 1, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/concept_bipartite_subgraph.scs", "scs", 0, 27, 0, 0, 7, 34
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/concept_max_cut_problem.scs", "scs", 0, 120, 0, 0, 23, 143
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/concept_maximum_graph_cut.scs", "scs", 0, 44, 0, 0, 11, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/concept_weighted_max_cut.scs", "scs", 0, 30, 0, 0, 8, 38
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/concept_weighted_max_cut_problem.scs", "scs", 0, 114, 0, 0, 23, 137
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/domain_maximum_graph_cuts.scs", "scs", 0, 35, 0, 0, 9, 44
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/max_cut_problem.concept.yaml", "YAML", 98, 0, 0, 0, 1, 99
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/maximum_graph_cut.concept.yaml", "YAML", 31, 0, 0, 0, 1, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/maximum_graph_cuts.domain.yaml", "YAML", 10, 0, 0, 0, 4, 14
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/weighted_max_cut.concept.yaml", "YAML", 20, 0, 0, 0, 1, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Maximum Graph Cuts/weighted_max_cut_problem.concept.yaml", "YAML", 93, 0, 0, 0, 1, 94
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/concept_graph_sink.scs", "scs", 0, 30, 0, 0, 8, 38
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/concept_minimum_graph_cut.scs", "scs", 0, 32, 0, 0, 9, 41
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/concept_number_of_minimum_graph_cuts.scs", "scs", 0, 28, 0, 0, 8, 36
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/concept_segmentation_based_object_categorization.scs", "scs", 0, 23, 0, 0, 7, 30
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/concept_weighted_min_cut_problem.scs", "scs", 0, 31, 0, 0, 9, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/domain_minimum_graph_cuts.scs", "scs", 0, 35, 0, 0, 9, 44
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/graph_sink.concept.yaml", "YAML", 14, 0, 0, 0, 2, 16
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/minimum_graph_cut.concept.yaml", "YAML", 20, 0, 0, 0, 2, 22
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/minimum_graph_cuts.domain.yaml", "YAML", 10, 0, 0, 0, 4, 14
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/number_of_minimum_graph_cuts.concept.yaml", "YAML", 17, 0, 0, 0, 2, 19
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/segmentation_based_object_categorization.concept.yaml", "YAML", 14, 0, 0, 0, 2, 16
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/Minimum Graph Cuts/weighted_min_cut_problem.concept.yaml", "YAML", 19, 0, 0, 0, 2, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/concept_graph_cut.scs", "scs", 0, 32, 0, 0, 10, 42
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/concept_graph_cut_set.scs", "scs", 0, 52, 0, 0, 11, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/concept_s_t_cut.scs", "scs", 0, 81, 0, 0, 16, 97
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/concept_sparsest_cuts.scs", "scs", 0, 45, 0, 0, 12, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/domain_graph_cuts.scs", "scs", 0, 52, 0, 0, 11, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/graph_cut.concept.yaml", "YAML", 18, 0, 0, 0, 3, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/graph_cut_set.concept.yaml", "YAML", 35, 0, 0, 0, 3, 38
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/graph_cuts.domain.yaml", "YAML", 17, 0, 0, 0, 5, 22
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/s_t_cut.concept.yaml", "YAML", 53, 0, 0, 0, 4, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Cuts/sparsest_cuts.concept.yaml", "YAML", 34, 0, 0, 0, 3, 37
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/concept_dual_graph.scs", "scs", 0, 179, 0, 0, 40, 219
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/concept_self_dual_graph.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/domain_dual_graphs.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/dual_graph.concept.yaml", "YAML", 162, 0, 0, 0, 10, 172
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/dual_graphs.domain.yaml", "YAML", 12, 0, 0, 0, 5, 17
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/Dual Graphs/self_dual_graph.concept.yaml", "YAML", 11, 0, 0, 0, 2, 13
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/domain_graph_operations.scs", "scs", 0, 57, 0, 0, 13, 70
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Operations/graph_operations.domain.yaml", "YAML", 18, 0, 0, 0, 6, 24
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Properties/concept_graph_property.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Properties/domain_graph_properties.scs", "scs", 0, 53, 0, 0, 12, 65
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Properties/graph_properties.domain.yaml", "YAML", 17, 0, 0, 0, 6, 23
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Properties/graph_property.concept.yaml", "YAML", 13, 0, 0, 0, 2, 15
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/adjacency_list.concept.yaml", "YAML", 51, 0, 0, 0, 4, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/adjacency_matrix.concept.yaml", "YAML", 39, 0, 0, 0, 3, 42
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/analytical_method_graph_representation.concept.yaml", "YAML", 13, 0, 0, 0, 2, 15
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_adjacency_list.scs", "scs", 0, 68, 0, 0, 15, 83
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_adjacency_matrix.scs", "scs", 0, 48, 0, 0, 11, 59
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_analytical_method_graph_representation.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_graph_representation.scs", "scs", 0, 35, 0, 0, 10, 45
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_graphical_way_graph_representation.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_incidence_list.scs", "scs", 0, 76, 0, 0, 19, 95
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/concept_incidence_matrix.scs", "scs", 0, 68, 0, 0, 15, 83
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/domain_graph_representation.scs", "scs", 0, 41, 0, 0, 9, 50
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/graph_representation.concept.yaml", "YAML", 20, 0, 0, 0, 3, 23
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/graph_representation.domain.yaml", "YAML", 12, 0, 0, 0, 4, 16
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/graphical_way_graph_representation.concept.yaml", "YAML", 13, 0, 0, 0, 2, 15
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/incidence_list.concept.yaml", "YAML", 61, 0, 0, 0, 5, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Representation/incidence_matrix.concept.yaml", "YAML", 56, 0, 0, 0, 4, 60
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Chains/alternating_chain.concept.yaml", "YAML", 28, 0, 0, 0, 3, 31
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Chains/chain_length.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Chains/chain_weight.concept.yaml", "YAML", 74, 0, 0, 0, 6, 80
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Chains/concept_alternating_chain.scs", "scs", 0, 44, 0, 0, 11, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Chains/concept_chain_length.scs", "scs", 0, 46, 0, 0, 11, 57
